JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458850.284,1.3,,,Vis.,JDAA,,0.18,1.64,SkyCharts (CdC),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.29167,1.2,,,Vis.,KMWA,K,Pollux,,Cartes du Ciel,,,,Z,,,,BETELGEUSE,,STD,,,,
2458850.2949,1.473,0.018,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.79,Z,1.64,,,ALF ORI,AAVSO,STD,,,,
2458850.3,1.1,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458850.32153,1.3,,,Vis.,CSZ,,0.9,1.6,SkySafari,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458850.33,1.5,,,Vis.,VOL,,09,16,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.33333,1.4,,,Vis.,MVH,,0.9,1.6,Aldebaran 0.9 - Bell,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.3462,1.407,0.014,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.46,Z,1.64,1.833,,ALF ORI,AAVSO,STD,,,,
2458850.37500,1.3,,,Vis.,BNBA,,085,165,Stellarium,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.37500,1.23,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Argentina. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.38542,1.3,,,Vis.,AJV,,0.9 ,1.6,standard,aldebaran 0.87; bellatrix 1.64,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458850.38889,1.4,,,Vis.,GPIA,,08,16,X24928PS,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.42708,1.35,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.4972,1.6,,,Vis.,HGUA,,"""09,19""",,10STARTUTORIAL,THROUGH CLOUDS.,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458850.53125,1.2,,,Vis.,SHA,,0.9,1.6,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.54167,1.2,,,Vis.,RRIA,,1.2,,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.56597,1.4,,,Vis.,GMID,,12,17,10-Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.61806,2.0,,,Vis.,SSHA,,19,21,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.64583,1.5,,,Vis.,BQE,,16,17,Chart 83,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458850.6493,1.5,,,Vis.,BEJB,,16,17,X25004EY,N/A,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.67361,1.5,,,Vis.,HTN,,12,17,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458850.674,1.4,,,Vis.,FRIB,,11,16,X24962ADH,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458851.27778,1.4,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458851.29444,1.2,,,Vis.,CMAE,,1.6,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.34375,1.4,,,Vis.,TTU,,0.87,"""1.16, 1.64""",J,,,,Z,,,,ALF ORI,,STD,,,,
2458851.37153,1.44,,,Vis.,SIV,,16,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458851.38819,1.3,,,Vis.,JBEA,,12,19,10Star,,,,Z,,,,alf Ori,,STD,,,,
2458851.3957,1.381,0.009,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.846,,ALF ORI,AAVSO,STD,,,,
2458851.3976,1.367,0.011,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.33,Z,1.64,1.820,,ALF ORI,AAVSO,STD,,,,
2458851.40694,1.37,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.46875,1.7,,,Vis.,SBN,BU,11,22,Stellarium,I used a chart made with Stellarium.  ,,,Z,,,,ALF ORI,REA,STD,,,,
2458851.47569,1.8,,,Vis.,SDCC,B,11,22,Stellarium,used achart made with stellarium,,,Z,,,,ALF ORI,,STD,,,,
2458851.47569,1.6,,,Vis.,FMIE,BU,11,22,Stellaruim ,Used i chart nade with Stellaruim.,,,Z,,,,alf Ori,,STD,,,,
2458851.6,1.47,,,Vis.,CMP,BK,1.7,1.7,hipparcos mags,"""comp stars sao 132270, sao 112740""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.62500,1.4,,,Vis.,CLQ,BU,1.2,1.9,10 Star Tutorial,"""Moon, clouds. Naked eye.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.65972,1.5,,,Vis.,SQL,K,0.9,1.6,citizen science,Magnitudes of Sebastian Otero charts,,,Z,,,,ALF ORI,ROU,STD,,,,
2458851.67014,1.5,,,Vis.,HTN,,12,17,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.67014,1.22,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via Grazioli Lante. Monocular 7x18 and naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458851.97569,1.1,,,Vis.,TYGA,,0.15,1.6,THE SKY6.0,NAKED EYES,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458852.20000,1.4,,,Vis.,CSZ,,0.9,1.6,"Aldebaran, Bellatrix",,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458852.24583,1.15,,,Vis.,MVO,,12,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458852.25208,1.23,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE.""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458852.25833,1.26,,,Vis.,BISA,,HR 1457,HR 1790,K,"""visual observer Ivan S. Bryukhanov (BISA) BY, AVSOPLEIONE.""",,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458852.27847,1.2,,,Vis.,SDAV,BUW,1.8,0.8,ORI0708,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458852.28472,1.42,,,Vis.,SIV,,11,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458852.29167,1.35,,,Vis.,THAA,,1.15,1.60,SPA chart,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458852.31458,1.22,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via Grazioli Lante. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.31678,1.3,,,Vis.,DVIA,BU,09,12,10 star chart,Star NOT in meridian,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458852.33403,1.4,,,Vis.,CJEC,,12,17,ten star training pr,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458852.3889,1.4,,,Vis.,HGUA,,"""09,19""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458852.4097,1.3,,,Vis.,VTY,,1.0(1)V(1)1.6,,AAVSOX25007ADS,40CM,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458852.41667,1.39,,,Vis.,PIV,,Pollux,Bellatrix,MarSEC 2020,B K,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.42361,1.4,,,Vis.,MAEA,,0.8,1.6,X24958AKI,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.42431,1.35,,,Vis.,TCGA,BU,12,19,aavso beginners & SP,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458852.44028,1.4,,,Vis.,ATOB,,09,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458852.45486,1.3,,,Vis.,BSIA,BK,10,16,X23917IO,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.50000,1.64,0.02,,TG,MDAG,K,ensemble,Bellatrix ,AstroArt - GSC Data,,0,,Z,-,1.60,,ALF ORI,AAVSO,STD,,,,
2458852.65694,1.2,,,Vis.,MCOA,,12,17,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.72917,1.8,,,Vis.,HTN,,17,19,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.72917,1.5,,,Vis.,HTN,,12,17,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458852.80903,1.5,,,Vis.,NREA,BK,0.8,1.6,Stellarium,Compared to Aldebaran and Bellatrix,,,Z,,,,ALF ORI,RASC,STD,,,,
2458853.20833,1.4,,,Vis.,OEH,B,09,17,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.2180,1.31,0.01,,TG,SIV,,16,,X24958AUE,all-sky camera,0,,Z,1.64,,,ALF ORI,,STD,,,,
2458853.25486,1.5,,,Vis.,GGC,,Pollux 1.16,Alhena 1.98,054907 old AAVSO,,,,Z,,,,ALF ORI,,STD,,,,
2458853.3,1.1,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458853.32292,1.4,,,Vis.,MFB,,0.86,0.13,x26960JK,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458853.333,1.4,,,Vis.,WBOA,,Aldebaran,Bellatrix,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.36458,1.35,,,Vis.,PIV,B,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.3750,1.3,,,Vis.,KTHA,K,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458853.3833,1.5,,,Vis.,HGUA,,"""19,09""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458853.40694,1.4,,,Vis.,AJLA,BK,1.1,2.2,Stellarium,"""I used a chart made from Stellarium. I used the Hamal and Aldebaran stars, but the moon was near Hamal.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.43750,1.3,,,Vis.,ARL,BK,0.9,1.6,X25049JZ,,,,Z,,,,ALF ORI,,STD,,,,
2458853.43750,1.5,,,Vis.,ATOB,,12,17,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458853.46181,1.4,,,Vis.,BSIA,BUK,10,16,X23917IO,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.4653,1.5,,,Vis.,BHS,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.50694,1.6,,,Vis.,SBN,BK,11,22,Stellarium,,,,Z,,,,ALF ORI,REA,STD,,,,
2458853.51736,1.4,,,Vis.,PRUA,,1.6,1.7,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458853.52500,0.9,,,Vis.,ACN,K,0.9,1.6,X25030AU,VISDIG; Photo  RGKA 5685  (Aldebaran mag.=0.9),,,Z,,,,alf Ori,REA,STD,,,,
2458853.54167,1.4,,,Vis.,DMIB,K,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458853.55208,1.4,,,Vis.,FRTA,B,09,17,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.55556,1.4,,,Vis.,RJG,,12,17,SA1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.55903,1.5,,,Vis.,CAI,,12,16,SA1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.56458,1.3,,,Vis.,MCPA,,09,19,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.59375,1.3,,,Vis.,CKB,,08,16,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.64236,1.5,,,Vis.,NREA,BK,Aldebaran,Bellatrix,Stallarium,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458853.64583,1.6,,,Vis.,SQL,K,0.9,1.6,citizen science,,,,Z,,,,alf Ori,ROU,STD,,,,
2458853.67153,1.3,,,Vis.,MJHA,B,.9,2.1,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458853.6917,4.862,0.001,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U=0.48|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.10,Z,-3.507,-0.310,,ALF ORI,AAVSO,STD,,,,
2458854.22708,1.4,,,Vis.,CSZ,,0.9,1.6,"Aldebaran, Bellatrix",,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458854.25139,1.20,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via Grazioli Lante. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.270,1.45,,,Vis.,VOL,,09,16,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.28194,1.4,,,Vis.,COV,,0.5,1.7,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.2856,1.439,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.77,Z,1.64,1.818,,ALF ORI,AAVSO,STD,,,,
2458854.30556,1.4,,,Vis.,BSIA,BK,10,16,X23917IO,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.3215,1.4,,,Vis.,JDAA,B,0.18,1.64,SkyCharts (CdC),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.33333,1.4,,,Vis.,AJV,,09,"""16,19""",standard,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458854.3462,1.425,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.42,Z,1.64,1.814,,ALF ORI,AAVSO,STD,,,,
2458854.3483,1.428,0.002,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.41,Z,1.64,1.815,,ALF ORI,AAVSO,STD,,,,
2458854.35289,1.5,,,Vis.,DVIA,BW,12,19,10 star chart,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458854.38542,1.38,,,Vis.,PIV,B,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.40,1.4,,,Vis.,FRF,,12,17,10 Star Tutorial,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458854.41667,1.4,,,Vis.,MVH,,0.9,1.6,Aldebaran0.9-Bellatr,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.43194,1.6,,,Vis.,KLO,,12,17,AAVSO,NA,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.46528,1.4,,,Vis.,DMIB,K,1.0,1.6,Tycho2 ,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458854.47639,1.5,,,Vis.,FMIE,BUW,1.1,2.2,Stellaruim ,,,,Z,,,,ALF ORI,,STD,,,,
2458854.482,1.4,,,Vis.,RMAF,,16,08,X24997KO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.52083,1.6,,,Vis.,WIAA,B,16,17,X25065T,accounted for purkinge effect,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.55029,1.4,,,Vis.,SMIE,BK,Mirach,Bellatrix,Sky Safari,"""Comparison stars were Aldebaran, Bellatrix, Mirach and Hamal however Mirach was the closest in color and magnitude so it was used as the prime comparison star.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.558,1.1,,,Vis.,RRIA,,1.2,1.2,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.5958,1.5,,,Vis.,CGF,,0.9,2.1,AAVSO 10-step,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.5958,1.2,,,Vis.,CGF,,1.1,1.6,self-made,comp stars; Pollux (mag 11.1) and gamma Orionis (mag 1.6),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.635,1.4,,,Vis.,FRIB,,11,16,X24962ADH,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458854.66667,1.35,,,Vis.,HRBA,B,11,16,NA,Aldebaran and Bellatrix comp stars,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.6917,4.879,0.001,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U=0.55|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.10,Z,-3.486,-0.251,,ALF ORI,AAVSO,STD,,,,
2458854.70833,1.7,,,Vis.,HTN,,17,19,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458854.97778,1.4,,,Vis.,SANG,,0.9,1.6,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.29167,1.35,,,Vis.,KMWA,K,Pollux,Bellatrix,Cartes du Ciel,,,,Z,,,,BETELGEUSE,,STD,,,,
2458855.29514,1.4,,,Vis.,MFB,,0.86,0.13,x26960JK,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458855.30556,1.5,,,Vis.,COV,,0.5,1.7,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.31250,1.5,,,Vis.,LKR,B,0.87,1.79,10 STAR TUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.32847,1.1,,,Vis.,SDAV,B,0.8,1.8,ORI0708,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458855.33738,1.4,,,Vis.,DVIA,BW,12,16,10 star chart,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458855.34115,1.4,,,Vis.,DCMA,K,1.5,1.7,X24965K,I use a chart created on The SkyX First Light Edition astronomical software,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.3506,1.53,,,Vis.,MJZ,,1.14,1.92,X25041LX,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458855.3648,1.439,0.003,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.801,,ALF ORI,AAVSO,STD,,,,
2458855.3668,1.433,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.795,,ALF ORI,AAVSO,STD,,,,
2458855.38264,1.26,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Argentina. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.38542,1.36,,,Vis.,PIV,B,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458855.47222,1.4,,,Vis.,CSZ,,0.9,1.6,"Aldebaran, Bellatrix",,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458855.47917,1.1,,,Vis.,ACN,,0.9,1.6,X25030AU,naked eye (Aldebaran mag=0.9),,,Z,,,,alf Ori,REA,STD,,,,
2458855.48264,1.4,,,Vis.,LALB,BWK,beta Gem,zet Ori,X25048J,Naked Eye. No chart # on https://www.aavso.org/sites/default/files/10startutorial-2013.pdf,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.486,1.4,,,Vis.,KMM,B,0.85,1.64,X24958LK,,,,Z,,,,alf Ori,UAG,STD,,,,
2458855.50000,1.3,,,Vis.,SHA,,0.9,1.6,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.52744,1.5,,,Vis.,GTIA,B,09,1.8,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.54167,1.1,,,Vis.,RRIA,,1.14,.9,10 star,Comps are Pollux and Aldebaran ,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.54514,1.35,,,Vis.,DMIB,BK,1.0,1.6,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458855.57986,2.0,,,Vis.,SSHA,BU,19,21,10star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458855.58542,1.4,,,Vis.,MCOA,,12,17,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.58681,1.4,,,Vis.,DDJ,BU,1.65,0.1,10 star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458855.6,1.5,,,Vis.,BRJ,B,11,16,SEE COMMETS,"""COMP STARS WERE ALPHA GEM +1.1 , BETA GEM +1.6 AND GAMMA ORI +1.6""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458855.61111,1.4,,,Vis.,DKS,B,12,19,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458855.6360,-3.072,0.004,,J,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458855.6360,-3.898,0.008,,H,PGD,,HR1790,,,,1,,Z,,,,ALF ORI,AAVSO,STD,1,,,
2458855.6861,2.133,0.002,,V,FXJ,,SAO 112958,SAO 113186,PEP,,1,1.149,Z,4.082,6.328,,ALF ORI,AAVSO,STD,,,,
2458855.70694,1.6,,,Vis.,MDP,B,18,09,info from bulletin,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458855.8651,1.65,0.11,,TG,RHM,,21,01,10-star tutorial,,0,,Z,2.06,0.12,,ALF ORI,AAVSO,STD,,,,
2458855.8651,2.31,0.56,,TB,RHM,,21,01,10-star tutorial,,0,,Z,0.87,0.10,,ALF ORI,AAVSO,STD,,,,
2458855.8651,0.86,0.18,,TR,RHM,,21,01,10-star tutorial,,0,,Z,2.09,0.13,,ALF ORI,AAVSO,STD,,,,
2458856.00972,1.4,,,Vis.,PEX,B,09,19,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.22222,1.3,,,Vis.,CSZ,,0.9,1.6,"Aldebaran, Bellatrix",,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458856.23611,1.27,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Sapienza. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.27361,2.1,,,Vis.,SSAB,BU,01,21,10-STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.31250,1.43,,,Vis.,PIV,B,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.31806,1.31,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Via Grazioli Lante. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.31875,1.4,,,Vis.,JBEA,,12,19,10Star tutorial,,,,Z,,,,ALF ORI,,STD,,,,
2458856.36280,1.360,0.03,,V,NOT,,000-BBJ-738,000-BBK-574,X24958AHS,,0,1.46,Z,4.090,4.098,,ALF ORI,BAV,STD,,,,
2458856.37500,1.7,,,Vis.,VRUC,BK,16,17,Visual observation o,,,,Z,,,,ALF ORI,,STD,,,,
2458856.43750,1.4,,,Vis.,MJOE,,19,12,10 Stars,,,,Z,,,,ALF ORI,,STD,,,,
2458856.53889,1.4,,,Vis.,CKB,,09,18,AAN690,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.55167,1.2,,,Vis.,RRIA,,1.2,,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.56458,1.3,,,Vis.,SET,,0.9,1.6,yyy,,,,Z,,,,ALF ORI,,STD,,,,
2458856.57292,1.4,,,Vis.,SDN,BU,16,20,X25004SO,"""Bright gibbous moon, scattered clouds""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.59514,1.4,,,Vis.,ACN,,1.6,,X25030AU,"""VISDIG; Photo RGKA 5822, Gam Ori (1.6) """,,,Z,,,,ALF ORI,REA,STD,,,,
2458856.64653,1.4,,,Vis.,MJHA,B,1.6,.9,Ten Star,"""Moon very bright, used Bellatrix (1.6) and Aldebaran (.9)""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.6812,4.891,0.004,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U=0.61|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.11,Z,-3.518,-0.310,,ALF ORI,AAVSO,STD,,,,
2458856.76736,1.5,,,Vis.,RBK,B,1.9,1.7,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.78264,1.4,,,Vis.,SKA,B,04,19,10 stars,,,,Z,,,,ALF ORI,AVSOPLEIONE,STD,,,,
2458856.79167,1.7,,,Vis.,LVY,,0.3,1.6,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458856.9556,1.4,,,Vis.,SRX,,0.9,1.6,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458857.21072,1.51,,,V,NAO,,0.8,0.8,X25062BP,ISON-Kitab,0,,Z,0.87,0.87,,BETELGEUSE,AAVSO,STD,,,,
2458857.25000,1.4,,,Vis.,ATOB,B,12,19,10-star,Moon close by in Taurus.,,,Z,,,,ALF ORI,AS,STD,,,,
2458857.26806,1.3,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Liceo Morgagni. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458857.29722,1.4,,,Vis.,CMAE,,1.8,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458857.30208,1.35,,,Vis.,COV,,0.9,1.7,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458857.3361,1.4,,,Vis.,BHS,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458857.35417,1.4,,,Vis.,MJOE,B,19,12,10 Stars,,,,Z,,,,alf Ori,,STD,,,,
2458857.36111,1.1,,,Vis.,MVO,U,05,12,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458857.37292,1.59,0.031,,TG,LSA,B,41,17,X24974EL,Moon up on target. Orion 08012020UTC2057ISO800_120S. Tele Auto,0,,Z,4.1,1.7,,alf Ori,URSA,STD,,,,
2458857.404271,1.392,,,CV,OAAA,,ALNITAK,SAIPH,10 STAR TUTORIAL,,0,,Z,1.769,2.010,,BETELGEUSE,AAVSO,STD,,,,
2458857.40941,1.424,,,CV,OAAA,,ALNITAK,SAIPH,10 STAR TUTORIAL,,0,,Z,1.807,2.107,,BETELGEUSE,AAVSO,STD,,,,
2458857.41319,1.26,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
