JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2439074.5,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439078.9,7.6,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439084.5,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439089.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439091.9,7.6,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439092.5,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439092.5,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439095.9,7.6,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439102.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439110.9,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439112.5,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439114.5,8.0,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439121.5,8.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439140.3,7.4,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439149.4,7.7,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439162.4,8.2,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439180.3,8.1,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439181.0,7.2,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439183.9,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439199.3,8.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439200.7,8.2,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439206.9,7.1,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439216.7,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439227.7,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439229.8,7.1,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439233.3,8.2,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439233.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439241.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439241.7,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439250.7,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439255.7,7.0,,,Green-Vis.,AC,  GREEN,,,,,,,V,,,,AC HER,,STD,,,,
2439256.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439256.7,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439258.0,8.1,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439261.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439261.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439264.0,8.0,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439268.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439268.6,8.1,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439275.6,8.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439275.7,8.2,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439284.7,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439286.7,7.2,,,Green-Vis.,AC,  GREEN,,,,,,,V,,,,AC HER,,STD,,,,
2439292.6,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439292.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439297.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439303.0,8.2,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439306.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439306.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439309.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439312.8,8.0,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439314.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439314.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439318.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439322.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439322.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439327.1,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439327.6,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439327.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439330.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439336.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439338.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439341.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439348.7,8.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439350.0,8.9,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439351.6,8.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439355.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439355.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439358.0,8.0,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439358.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439361.6,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439363.7,7.7,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439364.6,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439366.6,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439374.5,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439375.5,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439379.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439384.0,8.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439385.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439392.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439393.9,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439395.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439401.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439401.5,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439405.0,7.7,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439405.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439409.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439411.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439412.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439419.5,8.2,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439420.5,8.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439425.5,8.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439429.5,8.0,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439433.5,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439433.5,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439436.9,7.2,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439441.9,7.1,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439443.5,7.0,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439444.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439449.5,7.2,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439450.5,7.2,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439460.5,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439464.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439471.5,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439473.9,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439603.7,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439605.0,8.1,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439609.7,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439610.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439621.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439622.7,6.8,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439625.1,8.2,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439626.1,7.4,,,Vis.,HOH,,,,,,,,V,,,,AC HER,,STD,,,,
2439629.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439636.0,7.8,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439640.1,7.6,,,Vis.,HOH,,,,,,,,V,,,,AC HER,,STD,,,,
2439641.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439647.6,8.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439653.2,8.4,,,Vis.,HOH,,,,,,,,V,,,,AC HER,,STD,,,,
2439657.2,8.4,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439657.8,7.8,,,Vis.,CR,,,,,,,,V,,,,AC HER,,STD,,,,
2439667.7,8.2,,,Vis.,KRS,,,,,,,,V,,,,AC HER,,STD,,,,
2439668.6,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439668.6,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439677.6,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439678.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439688.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439692.0,8.1,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439695.8,7.8,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439698.6,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439698.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439704.6,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439704.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439709.6,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439709.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439710.0,7.7,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439711.8,7.7,,,Vis.,CR,,,,,,,,V,,,,AC HER,,STD,,,,
2439714.6,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439714.7,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439717.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439721.0,8.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439731.5,8.2,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439731.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439734.7,7.8,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439735.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439736.6,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439737.1,7.3,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439739.6,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439741.6,7.0,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439744.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439747.6,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439748.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439755.9,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439756.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439758.5,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439760.5,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439764.5,8.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439764.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439764.7,7.8,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439767.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439768.5,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439771.5,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439771.9,7.5,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439777.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439777.5,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439783.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439785.6,7.8,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439786.5,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439792.9,7.8,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439793.5,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439793.5,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439799.5,8.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439804.9,8.8,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439805.5,8.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439810.5,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439818.6,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439820.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439821.6,7.2,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439822.5,7.3,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439825.9,7.4,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439829.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439832.9,7.7,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439845.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439851.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439860.4,7.7,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439878.0,8.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439882.4,8.9,,,Vis.,MCE,,,,,,,,V,,,,AC HER,,STD,,,,
2439903.0,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439919.9,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439929.9,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439945.8,7.9,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2439946.7,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439948.8,7.9,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2439959.7,8.1,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439963.7,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439965.7,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439967.7,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439974.7,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439977.7,6.6,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2439978.8,7.9,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2439983.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439984.6,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439994.6,8.0,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2439997.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2439997.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440001.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440007.6,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440007.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440012.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440013.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440020.7,7.9,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440022.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440022.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440028.6,8.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440030.7,8.4,,,Vis.,KRS,,,,,,,,V,,,,AC HER,,STD,,,,
2440031.6,8.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440036.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440038.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440038.7,7.5,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440039.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440040.7,7.5,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440044.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440044.6,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440058.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440059.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440064.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440066.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440066.7,7.7,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440067.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440069.7,8.2,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2440076.6,7.6,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440080.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440080.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440084.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440084.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440087.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440087.6,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440089.7,8.3,,,Vis.,SV,,,,,,,,V,,,,AC HER,,STD,,,,
2440094.7,7.7,,,Vis.,AC,,,,,,,,V,,,,AC HER,,STD,,,,
2440095.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440095.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440097.7,8.1,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440098.6,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440098.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440103.6,8.2,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440107.6,8.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440107.6,8.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440111.6,7.9,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440113.5,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440114.5,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440118.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440118.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440122.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440127.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440127.5,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440134.5,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440134.5,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440137.5,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440145.5,8.2,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440147.5,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440147.7,8.1,,,Vis.,CR,,,,,,,,V,,,,AC HER,,STD,,,,
2440150.5,7.5,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440151.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440153.5,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440155.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440157.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440160.5,7.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440161.5,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440171.5,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440180.5,8.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440186.5,8.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440196.5,7.4,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440199.5,7.3,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440296.8,7.0,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440319.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440323.7,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440323.7,8.1,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440324.8,7.8,,,Vis.,HR,,,,,,,,V,,,,AC HER,,STD,,,,
2440332.7,8.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440338.7,8.3,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440339.7,7.9,,,Vis.,SWR,,,,,,,,V,,,,AC HER,,STD,,,,
2440343.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440346.7,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440353.7,7.5,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440356.6,7.6,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440358.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440359.7,7.4,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440363.6,7.7,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440368.6,7.8,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440368.7,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440371.7,8.3,,,Vis.,SKL,,,,,,,,V,,,,AC HER,,STD,,,,
2440373.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440373.7,8.1,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440376.6,7.9,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440376.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440376.7,7.7,,,Vis.,SKL,,,,,,,,V,,,,AC HER,,STD,,,,
2440378.7,7.9,,,Vis.,SKL,,,,,,,,V,,,,AC HER,,STD,,,,
2440380.6,7.7,,,Vis.,OV,,,,,,,,V,,,,AC HER,,STD,,,,
2440380.7,7.8,,,Vis.,BRJ,,,,,,,,V,,,,AC HER,,STD,,,,
2440381.7,8.2,,,Vis.,SKL,,,,,,,,V,,,,AC HER,,STD,,,,
2440382.7,8.4,,,Vis.,SKL,,,,,,,,V,,,,AC HER,,STD,,,,
